value,categ
1.08,Whole_Blood
0.6388,Whole_Blood
1.086,Whole_Blood
0.417,Whole_Blood
0.2075,Whole_Blood
2.022,Whole_Blood
0.6411,Whole_Blood
0.4916,Whole_Blood
0.5007,Whole_Blood
0.2338,Whole_Blood
0.344,Whole_Blood
0.2324,Whole_Blood
0.2801,Whole_Blood
0.8509,Whole_Blood
0.8295,Whole_Blood
1.218,Whole_Blood
0.5343,Whole_Blood
6.65,Whole_Blood
1.329,Whole_Blood
0.8645,Whole_Blood
0.507,Whole_Blood
0.5564,Whole_Blood
1.53,Whole_Blood
0.5236,Whole_Blood
1.287,Whole_Blood
0.4627,Whole_Blood
0.9626,Whole_Blood
0.8611,Whole_Blood
0.5638,Whole_Blood
0.2651,Whole_Blood
0.9923,Whole_Blood
2.096,Whole_Blood
0.9173,Whole_Blood
0.2344,Whole_Blood
1.628,Whole_Blood
0.425,Whole_Blood
0.7147,Whole_Blood
0.7195,Whole_Blood
1.904,Whole_Blood
0.7792,Whole_Blood
0.9839,Whole_Blood
1.123,Whole_Blood
0.4219,Whole_Blood
0.5972,Whole_Blood
1.441,Whole_Blood
0.7799,Whole_Blood
0.5844,Whole_Blood
0.3328,Whole_Blood
0.3643,Whole_Blood
0.5595,Whole_Blood
0.235,Whole_Blood
0.2645,Whole_Blood
2.651,Whole_Blood
0.6582,Whole_Blood
0.8801,Whole_Blood
1.143,Whole_Blood
0.7862,Whole_Blood
1.398,Whole_Blood
0.5949,Whole_Blood
0.4538,Whole_Blood
0.8905,Whole_Blood
3.01,Whole_Blood
0.506,Whole_Blood
2.161,Whole_Blood
2.038,Whole_Blood
0.4382,Whole_Blood
0.3261,Whole_Blood
1.049,Whole_Blood
0.5518,Whole_Blood
0.8441,Whole_Blood
0.141,Whole_Blood
0.5992,Whole_Blood
0.3892,Whole_Blood
0.4379,Whole_Blood
0.4406,Whole_Blood
0.7959,Whole_Blood
1.059,Whole_Blood
0.9729,Whole_Blood
0.171,Whole_Blood
0.6899,Whole_Blood
0.4935,Whole_Blood
0.2646,Whole_Blood
1.194,Whole_Blood
0.6207,Whole_Blood
0.4606,Whole_Blood
0.8053,Whole_Blood
0.4318,Whole_Blood
0.4015,Whole_Blood
0.6824,Whole_Blood
1.766,Whole_Blood
0.8865,Whole_Blood
0.6822,Whole_Blood
1.604,Whole_Blood
0.2754,Whole_Blood
1.655,Whole_Blood
2.026,Whole_Blood
0.9513,Whole_Blood
1.221,Whole_Blood
1.618,Whole_Blood
0.9753,Whole_Blood
0.2262,Whole_Blood
0.6632,Whole_Blood
0.8256,Whole_Blood
0.2399,Whole_Blood
1.189,Whole_Blood
0.3638,Whole_Blood
0.3646,Whole_Blood
0.1989,Whole_Blood
0.1579,Whole_Blood
0.6209,Whole_Blood
1.376,Whole_Blood
1.038,Whole_Blood
0.1774,Whole_Blood
0.3213,Whole_Blood
0.1397,Whole_Blood
0.5883,Whole_Blood
0.3432,Whole_Blood
1.448,Whole_Blood
0.539,Whole_Blood
0.3117,Whole_Blood
0.3996,Whole_Blood
0.2964,Whole_Blood
0.6812,Whole_Blood
0.4763,Whole_Blood
0.5488,Whole_Blood
0.9252,Whole_Blood
0.0444,Whole_Blood
0.8119,Whole_Blood
1.583,Whole_Blood
0.4107,Whole_Blood
0.6199,Brain_Amygdala
0.5337,Brain_Amygdala
0.8652,Brain_Amygdala
1.713,Brain_Amygdala
0.1774,Brain_Amygdala
0.7182,Brain_Amygdala
0.3244,Brain_Amygdala
0.6903,Brain_Amygdala
1.054,Brain_Amygdala
1.624,Brain_Amygdala
0.3369,Brain_Amygdala
0.7789,Brain_Amygdala
0.5213,Brain_Amygdala
0.4305,Brain_Amygdala
0.813,Brain_Amygdala
0.6467,Brain_Amygdala
0.5097,Brain_Amygdala
1.219,Brain_Amygdala
0.4478,Brain_Amygdala
0.6328,Brain_Amygdala
0.8447,Brain_Amygdala
2.864,Brain_Amygdala
2.853,Brain_Amygdala
0.6877,Brain_Amygdala
2.923,Brain_Amygdala
0.6401,Brain_Amygdala
0.6871,Brain_Amygdala
0.7846,Brain_Amygdala
4.647,Brain_Amygdala
0.4391,Brain_Amygdala
2.897,Brain_Amygdala
0.4952,Brain_Amygdala
0.4228,Brain_Amygdala
0.7533,Brain_Amygdala
1.632,Brain_Amygdala
0.7676,Brain_Amygdala
1.276,Brain_Amygdala
1.692,Brain_Amygdala
0.6075,Brain_Amygdala
0.4805,Brain_Amygdala
3.783,Brain_Amygdala
0.4121,Brain_Amygdala
0.5814,Brain_Amygdala
1.228,Brain_Amygdala
0.6961,Brain_Amygdala
0.7724,Brain_Amygdala
5.862,Brain_Amygdala
0.3601,Brain_Amygdala
0.6854,Brain_Amygdala
0.486,Brain_Amygdala
0.6924,Brain_Amygdala
0.6992,Brain_Amygdala
1.433,Brain_Amygdala
0.2798,Brain_Amygdala
0.2503,Brain_Amygdala
0.3875,Brain_Amygdala
0.5646,Brain_Amygdala
1.201,Brain_Amygdala
1.372,Brain_Amygdala
1.111,Brain_Amygdala
0.78,Brain_Amygdala
4.302,Brain_Amygdala
0.6246,Brain_Amygdala
0.895,Brain_Amygdala
0.4806,Brain_Amygdala
0.5214,Brain_Amygdala
0.8666,Brain_Amygdala
0.5682,Brain_Amygdala
0.3831,Brain_Amygdala
1.916,Brain_Amygdala
0.326,Brain_Amygdala
0.7411,Brain_Amygdala
0.4954,Brain_Amygdala
1.186,Brain_Amygdala
0.7914,Brain_Amygdala
0.5818,Brain_Amygdala
3.294,Brain_Amygdala
0.4329,Brain_Amygdala
0.4893,Brain_Amygdala
0.5933,Brain_Amygdala
4.886,Brain_Amygdala
0.2092,Brain_Amygdala
1.397,Brain_Amygdala
0.8627,Brain_Amygdala
1.69,Brain_Amygdala
0.6492,Brain_Amygdala
0.5131,Brain_Amygdala
0.7581,Brain_Amygdala
0.7705,Brain_Amygdala
0.8881,Brain_Amygdala
1.765,Brain_Amygdala
0.2492,Brain_Amygdala
0.8729,Brain_Amygdala
0.3149,Brain_Amygdala
0.9248,Brain_Amygdala
0.7332,Brain_Amygdala
1.91,Brain_Amygdala
1.369,Brain_Amygdala
1.519,Brain_Amygdala
0.6003,Brain_Amygdala
2.093,Brain_Amygdala
0.5006,Brain_Amygdala
0.5029,Brain_Amygdala
2.756,Brain_Amygdala
1.651,Brain_Amygdala
0.6071,Brain_Amygdala
1.29,Brain_Amygdala
0.5732,Brain_Amygdala
1.086,Brain_Amygdala
0.5149,Brain_Amygdala
0.4812,Brain_Amygdala
0.428,Brain_Amygdala
0.4486,Brain_Amygdala
1.04,Brain_Amygdala
0.8548,Brain_Amygdala
0.7807,Brain_Amygdala
1.088,Brain_Amygdala
0.4901,Brain_Amygdala
0.8919,Brain_Amygdala
0.9753,Brain_Amygdala
1.413,Brain_Amygdala
3.554,Brain_Amygdala
1.366,Brain_Amygdala
3.512,Brain_Amygdala
1.208,Brain_Amygdala
0.9908,Brain_Amygdala
0.8883,Brain_Amygdala
0.9344,Brain_Amygdala
1.518,Brain_Amygdala
0.7421,Brain_Amygdala
1.216,Brain_Amygdala
0.9562,Brain_Amygdala
0.8484,Brain_Amygdala
0.9398,Brain_Amygdala
0.9248,Brain_Amygdala
2.981,Brain_Amygdala
0.8067,Brain_Amygdala
0.889,Brain_Amygdala
1.571,Brain_Amygdala
4.14,Brain_Amygdala
0.7667,Brain_Amygdala
0.7257,Brain_Amygdala
35.05,Brain_Amygdala
1.459,Brain_Amygdala
5.645,Brain_Amygdala
1.109,Brain_Amygdala
0.4579,Brain_Amygdala
1.314,Brain_Amygdala
0.9581,Brain_Amygdala
0.9605,Brain_Amygdala
0.5093,Brain_Amygdala
0.6455,Brain_Amygdala
11.39,Pituitary
4.063,Pituitary
5.172,Pituitary
2.418,Pituitary
5.293,Pituitary
5.382,Pituitary
3.599,Pituitary
2.917,Pituitary
2.115,Pituitary
4.123,Pituitary
4.584,Pituitary
2.326,Pituitary
4.994,Pituitary
3.567,Pituitary
3.294,Pituitary
3.632,Pituitary
3.412,Pituitary
3.132,Pituitary
4.073,Pituitary
6.546,Pituitary
5.269,Pituitary
3.497,Pituitary
2.388,Pituitary
2.48,Pituitary
1.525,Pituitary
2.466,Pituitary
6.509,Pituitary
3.499,Pituitary
1.535,Pituitary
2.819,Pituitary
1.782,Pituitary
1.73,Pituitary
3.795,Pituitary
7.721,Pituitary
2.848,Pituitary
5.283,Pituitary
4.843,Pituitary
2.35,Pituitary
3.299,Pituitary
5.493,Pituitary
3.293,Pituitary
2.887,Pituitary
3.766,Pituitary
5.293,Pituitary
2.11,Pituitary
2.2,Pituitary
3.305,Pituitary
3.508,Pituitary
3.253,Pituitary
5.107,Pituitary
2.574,Pituitary
8.058,Pituitary
3.457,Pituitary
2.948,Pituitary
4.934,Pituitary
3.139,Pituitary
4.153,Pituitary
7.005,Pituitary
3.968,Pituitary
2.744,Pituitary
4.343,Pituitary
2.135,Pituitary
3.106,Pituitary
2.626,Pituitary
2.984,Pituitary
2.509,Pituitary
2.502,Pituitary
7.417,Pituitary
3.013,Pituitary
2.548,Pituitary
2.816,Pituitary
2.064,Pituitary
2.182,Pituitary
2.84,Pituitary
5.536,Pituitary
2.172,Pituitary
4.062,Pituitary
2.327,Pituitary
3.355,Pituitary
4.353,Pituitary
2.153,Pituitary
3.73,Pituitary
3.596,Pituitary
4.471,Pituitary
4.902,Pituitary
8.426,Pituitary
6.988,Pituitary
5.495,Pituitary
3.071,Pituitary
2.952,Pituitary
6.54,Pituitary
3.087,Pituitary
1.505,Pituitary
6.496,Pituitary
3.884,Pituitary
4.053,Pituitary
2.106,Pituitary
3.728,Pituitary
10.6,Pituitary
4.202,Pituitary
1.904,Pituitary
14.94,Pituitary
2.475,Pituitary
2.817,Pituitary
3.146,Pituitary
6.025,Pituitary
8.956,Pituitary
3.084,Pituitary
2.072,Pituitary
5.848,Pituitary
4.409,Pituitary
3.667,Pituitary
2.167,Pituitary
3.184,Pituitary
2.059,Pituitary
3.189,Pituitary
3.683,Pituitary
10.77,Pituitary
3.611,Pituitary
2.758,Pituitary
3.478,Pituitary
5.085,Pituitary
3.075,Pituitary
4.497,Pituitary
5.951,Pituitary
7.275,Pituitary
3.175,Pituitary
4.455,Pituitary
3.069,Pituitary
1.343,Pituitary
3.828,Pituitary
4.062,Pituitary
2.987,Pituitary
3.388,Pituitary
2.971,Pituitary
5.393,Pituitary
3.622,Pituitary
3.638,Pituitary
7.861,Pituitary
5.776,Pituitary
5.867,Pituitary
3.446,Pituitary
4.32,Pituitary
3.811,Pituitary
4.227,Pituitary
2.563,Pituitary
4.553,Pituitary
13.33,Pituitary
4.857,Pituitary
2.265,Pituitary
2.91,Pituitary
3.372,Pituitary
5.615,Pituitary
3.674,Pituitary
3.705,Pituitary
3.627,Pituitary
2.129,Pituitary
3.573,Pituitary
3.713,Pituitary
2.808,Pituitary
3.375,Pituitary
4.102,Pituitary
2.046,Pituitary
2.773,Pituitary
4.801,Pituitary
4.336,Pituitary
5.861,Pituitary
2.649,Pituitary
3.028,Pituitary
5.894,Pituitary
2.377,Pituitary
9.273,Pituitary
4.352,Pituitary
3.431,Pituitary
2.675,Pituitary
2.637,Pituitary
2.708,Pituitary
3.463,Pituitary
3.842,Pituitary
2.594,Pituitary
6.615,Pituitary
4.214,Pituitary
3.391,Pituitary
3.889,Pituitary
1.828,Pituitary
5.033,Pituitary
3.365,Pituitary
2.72,Pituitary
3.613,Pituitary
3.192,Pituitary
2.755,Pituitary
2.654,Pituitary
2.902,Pituitary
10.83,Pituitary
3.435,Pituitary
3.066,Pituitary
2.527,Pituitary
6.149,Pituitary
3.099,Pituitary
3.429,Pituitary
3.555,Pituitary
2.638,Pituitary
2.429,Pituitary
3.078,Pituitary
3.528,Pituitary
3.328,Pituitary
2.851,Pituitary
2.602,Pituitary
3.195,Pituitary
2.552,Pituitary
3.64,Pituitary
2.125,Pituitary
2.672,Pituitary
3.894,Pituitary
4.572,Pituitary
2.979,Pituitary
4.506,Pituitary
4.516,Pituitary
2.258,Pituitary
4.214,Pituitary
1.667,Pituitary
4.137,Pituitary
4.706,Pituitary
3.069,Pituitary
2.101,Pituitary
3.42,Pituitary
2.463,Pituitary
6.18,Pituitary
6.42,Pituitary
2.952,Pituitary
2.265,Pituitary
2.673,Pituitary
2.832,Pituitary
7.113,Pituitary
2.49,Pituitary
4.106,Pituitary
2.602,Pituitary
8.506,Pituitary
4.037,Pituitary
3.428,Pituitary
3.401,Pituitary
4.782,Pituitary
2.795,Pituitary
4.315,Pituitary
4.352,Pituitary
4.52,Pituitary
3.675,Pituitary
4.647,Pituitary
3.574,Pituitary
6.145,Pituitary
5.238,Pituitary
1.235,Pituitary
1.997,Pituitary
2.912,Pituitary
3.017,Pituitary
2.535,Pituitary
3.142,Pituitary
2.122,Pituitary
1.774,Pituitary
5.184,Pituitary
2.181,Pituitary
2.643,Pituitary
4.612,Pituitary
3.072,Pituitary
1.698,Pituitary
3.062,Pituitary
6.605,Pituitary
2.394,Pituitary
4.381,Pituitary
7.814,Pituitary
3.978,Pituitary
2.935,Pituitary
3.527,Pituitary
3.696,Pituitary
5.807,Pituitary
2.556,Pituitary
7.86,Pituitary
2.162,Pituitary
3.294,Pituitary
5.77,Pituitary
7.858,Pituitary
3.521,Pituitary
6.815,Pituitary
28.28,Minor_Salivary_Gland
56.06,Minor_Salivary_Gland
8.566,Minor_Salivary_Gland
8.881,Minor_Salivary_Gland
65.95,Minor_Salivary_Gland
43.4,Minor_Salivary_Gland
128.9,Minor_Salivary_Gland
67.76,Minor_Salivary_Gland
43.81,Minor_Salivary_Gland
79.45,Minor_Salivary_Gland
8.15,Minor_Salivary_Gland
22.18,Minor_Salivary_Gland
7.684,Minor_Salivary_Gland
42.98,Minor_Salivary_Gland
34.97,Minor_Salivary_Gland
54.32,Minor_Salivary_Gland
49.64,Minor_Salivary_Gland
43.78,Minor_Salivary_Gland
69.44,Minor_Salivary_Gland
19.4,Minor_Salivary_Gland
10.13,Minor_Salivary_Gland
87.63,Minor_Salivary_Gland
11.0,Minor_Salivary_Gland
53.9,Minor_Salivary_Gland
43.73,Minor_Salivary_Gland
52.5,Minor_Salivary_Gland
40.46,Minor_Salivary_Gland
78.44,Minor_Salivary_Gland
55.61,Minor_Salivary_Gland
38.24,Minor_Salivary_Gland
6.017,Minor_Salivary_Gland
44.78,Minor_Salivary_Gland
44.81,Minor_Salivary_Gland
49.62,Minor_Salivary_Gland
47.85,Minor_Salivary_Gland
31.46,Minor_Salivary_Gland
30.95,Minor_Salivary_Gland
20.81,Minor_Salivary_Gland
7.424,Minor_Salivary_Gland
51.83,Minor_Salivary_Gland
39.72,Minor_Salivary_Gland
54.95,Minor_Salivary_Gland
52.62,Minor_Salivary_Gland
66.78,Minor_Salivary_Gland
39.73,Minor_Salivary_Gland
40.95,Minor_Salivary_Gland
54.19,Minor_Salivary_Gland
47.92,Minor_Salivary_Gland
27.93,Minor_Salivary_Gland
67.07,Minor_Salivary_Gland
33.17,Minor_Salivary_Gland
56.89,Minor_Salivary_Gland
92.03,Minor_Salivary_Gland
48.55,Minor_Salivary_Gland
37.53,Minor_Salivary_Gland
52.12,Minor_Salivary_Gland
45.29,Minor_Salivary_Gland
39.25,Minor_Salivary_Gland
36.3,Minor_Salivary_Gland
44.6,Minor_Salivary_Gland
31.05,Minor_Salivary_Gland
33.18,Minor_Salivary_Gland
38.6,Minor_Salivary_Gland
30.63,Minor_Salivary_Gland
106.0,Minor_Salivary_Gland
28.16,Minor_Salivary_Gland
18.56,Minor_Salivary_Gland
53.54,Minor_Salivary_Gland
51.45,Minor_Salivary_Gland
33.63,Minor_Salivary_Gland
31.41,Minor_Salivary_Gland
40.98,Minor_Salivary_Gland
83.17,Minor_Salivary_Gland
52.57,Minor_Salivary_Gland
35.01,Minor_Salivary_Gland
48.38,Minor_Salivary_Gland
28.14,Minor_Salivary_Gland
10.03,Minor_Salivary_Gland
53.89,Minor_Salivary_Gland
60.36,Minor_Salivary_Gland
43.61,Minor_Salivary_Gland
40.17,Minor_Salivary_Gland
31.62,Minor_Salivary_Gland
35.53,Minor_Salivary_Gland
86.65,Minor_Salivary_Gland
39.16,Minor_Salivary_Gland
94.42,Minor_Salivary_Gland
47.96,Minor_Salivary_Gland
59.33,Minor_Salivary_Gland
38.78,Minor_Salivary_Gland
36.78,Minor_Salivary_Gland
49.72,Minor_Salivary_Gland
50.22,Minor_Salivary_Gland
25.47,Minor_Salivary_Gland
29.04,Minor_Salivary_Gland
89.19,Minor_Salivary_Gland
29.14,Minor_Salivary_Gland
33.61,Minor_Salivary_Gland
61.33,Minor_Salivary_Gland
36.47,Minor_Salivary_Gland
53.58,Minor_Salivary_Gland
33.02,Minor_Salivary_Gland
28.28,Minor_Salivary_Gland
40.5,Minor_Salivary_Gland
37.55,Minor_Salivary_Gland
49.7,Minor_Salivary_Gland
31.88,Minor_Salivary_Gland
32.4,Minor_Salivary_Gland
43.91,Minor_Salivary_Gland
48.44,Minor_Salivary_Gland
26.86,Minor_Salivary_Gland
108.4,Minor_Salivary_Gland
41.05,Minor_Salivary_Gland
41.83,Minor_Salivary_Gland
84.23,Minor_Salivary_Gland
38.69,Minor_Salivary_Gland
96.55,Minor_Salivary_Gland
29.28,Minor_Salivary_Gland
33.35,Minor_Salivary_Gland
29.76,Minor_Salivary_Gland
58.68,Minor_Salivary_Gland
35.78,Minor_Salivary_Gland
49.14,Minor_Salivary_Gland
41.68,Minor_Salivary_Gland
23.0,Minor_Salivary_Gland
41.36,Minor_Salivary_Gland
46.14,Minor_Salivary_Gland
34.36,Minor_Salivary_Gland
50.28,Minor_Salivary_Gland
31.52,Minor_Salivary_Gland
63.39,Minor_Salivary_Gland
36.12,Minor_Salivary_Gland
39.25,Minor_Salivary_Gland
68.35,Minor_Salivary_Gland
53.14,Minor_Salivary_Gland
26.46,Minor_Salivary_Gland
50.38,Minor_Salivary_Gland
34.17,Minor_Salivary_Gland
43.02,Minor_Salivary_Gland
33.58,Minor_Salivary_Gland
70.12,Minor_Salivary_Gland
16.8,Minor_Salivary_Gland
51.8,Minor_Salivary_Gland
56.08,Minor_Salivary_Gland
10.62,Minor_Salivary_Gland
42.7,Minor_Salivary_Gland
58.05,Minor_Salivary_Gland
70.41,Minor_Salivary_Gland
94.82,Minor_Salivary_Gland
21.72,Minor_Salivary_Gland
24.36,Minor_Salivary_Gland
27.91,Minor_Salivary_Gland
7.851,Minor_Salivary_Gland
58.82,Minor_Salivary_Gland
9.826,Minor_Salivary_Gland
8.54,Minor_Salivary_Gland
30.39,Minor_Salivary_Gland
19.09,Minor_Salivary_Gland
29.54,Minor_Salivary_Gland
44.33,Minor_Salivary_Gland
15.48,Minor_Salivary_Gland
66.13,Minor_Salivary_Gland
34.49,Adipose_Subcutaneous
29.3,Adipose_Subcutaneous
26.6,Adipose_Subcutaneous
20.83,Adipose_Subcutaneous
11.66,Adipose_Subcutaneous
7.179,Adipose_Subcutaneous
14.6,Adipose_Subcutaneous
25.39,Adipose_Subcutaneous
7.98,Adipose_Subcutaneous
29.1,Adipose_Subcutaneous
7.339,Adipose_Subcutaneous
35.59,Adipose_Subcutaneous
17.51,Adipose_Subcutaneous
6.04,Adipose_Subcutaneous
11.53,Adipose_Subcutaneous
20.94,Adipose_Subcutaneous
10.09,Adipose_Subcutaneous
24.28,Adipose_Subcutaneous
13.04,Adipose_Subcutaneous
24.18,Adipose_Subcutaneous
11.85,Adipose_Subcutaneous
27.51,Adipose_Subcutaneous
21.05,Adipose_Subcutaneous
32.53,Adipose_Subcutaneous
18.3,Adipose_Subcutaneous
23.05,Adipose_Subcutaneous
13.55,Adipose_Subcutaneous
31.1,Adipose_Subcutaneous
9.214,Adipose_Subcutaneous
20.09,Adipose_Subcutaneous
25.96,Adipose_Subcutaneous
35.92,Adipose_Subcutaneous
25.15,Adipose_Subcutaneous
26.97,Adipose_Subcutaneous
48.96,Adipose_Subcutaneous
22.54,Adipose_Subcutaneous
22.24,Adipose_Subcutaneous
20.27,Adipose_Subcutaneous
8.885,Adipose_Subcutaneous
28.8,Adipose_Subcutaneous
24.46,Adipose_Subcutaneous
32.44,Adipose_Subcutaneous
19.06,Adipose_Subcutaneous
19.25,Adipose_Subcutaneous
20.85,Adipose_Subcutaneous
23.04,Adipose_Subcutaneous
9.156,Adipose_Subcutaneous
26.84,Adipose_Subcutaneous
11.14,Adipose_Subcutaneous
15.11,Adipose_Subcutaneous
18.9,Adipose_Subcutaneous
26.01,Adipose_Subcutaneous
23.84,Adipose_Subcutaneous
21.93,Adipose_Subcutaneous
21.14,Adipose_Subcutaneous
16.47,Adipose_Subcutaneous
13.64,Adipose_Subcutaneous
29.95,Adipose_Subcutaneous
32.52,Adipose_Subcutaneous
20.72,Adipose_Subcutaneous
18.07,Adipose_Subcutaneous
19.16,Adipose_Subcutaneous
32.66,Adipose_Subcutaneous
25.42,Adipose_Subcutaneous
17.16,Adipose_Subcutaneous
32.63,Adipose_Subcutaneous
23.85,Adipose_Subcutaneous
29.94,Adipose_Subcutaneous
10.99,Adipose_Subcutaneous
19.77,Adipose_Subcutaneous
13.38,Adipose_Subcutaneous
26.1,Adipose_Subcutaneous
9.624,Adipose_Subcutaneous
37.73,Adipose_Subcutaneous
29.79,Adipose_Subcutaneous
10.38,Adipose_Subcutaneous
20.69,Adipose_Subcutaneous
26.18,Adipose_Subcutaneous
26.27,Adipose_Subcutaneous
26.75,Adipose_Subcutaneous
36.64,Adipose_Subcutaneous
22.0,Adipose_Subcutaneous
10.36,Adipose_Subcutaneous
22.27,Adipose_Subcutaneous
29.2,Adipose_Subcutaneous
23.32,Adipose_Subcutaneous
15.24,Adipose_Subcutaneous
30.97,Adipose_Subcutaneous
29.36,Adipose_Subcutaneous
26.5,Adipose_Subcutaneous
34.53,Adipose_Subcutaneous
11.56,Adipose_Subcutaneous
22.02,Adipose_Subcutaneous
19.02,Adipose_Subcutaneous
25.53,Adipose_Subcutaneous
26.19,Adipose_Subcutaneous
18.37,Adipose_Subcutaneous
26.92,Adipose_Subcutaneous
43.81,Adipose_Subcutaneous
19.91,Adipose_Subcutaneous
17.84,Adipose_Subcutaneous
13.73,Adipose_Subcutaneous
20.03,Adipose_Subcutaneous
31.44,Adipose_Subcutaneous
19.2,Adipose_Subcutaneous
18.88,Adipose_Subcutaneous
19.15,Adipose_Subcutaneous
37.61,Adipose_Subcutaneous
13.99,Adipose_Subcutaneous
24.19,Adipose_Subcutaneous
23.78,Adipose_Subcutaneous
20.19,Adipose_Subcutaneous
24.22,Adipose_Subcutaneous
37.76,Adipose_Subcutaneous
40.18,Adipose_Subcutaneous
31.36,Adipose_Subcutaneous
14.14,Adipose_Subcutaneous
9.63,Adipose_Subcutaneous
17.08,Adipose_Subcutaneous
12.84,Adipose_Subcutaneous
15.65,Adipose_Subcutaneous
21.57,Adipose_Subcutaneous
33.68,Adipose_Subcutaneous
27.27,Adipose_Subcutaneous
10.62,Adipose_Subcutaneous
26.3,Adipose_Subcutaneous
15.59,Adipose_Subcutaneous
19.92,Adipose_Subcutaneous
25.86,Adipose_Subcutaneous
15.7,Adipose_Subcutaneous
20.53,Adipose_Subcutaneous
24.8,Adipose_Subcutaneous
26.07,Adipose_Subcutaneous
65.54,Adipose_Subcutaneous
31.11,Adipose_Subcutaneous
15.22,Adipose_Subcutaneous
17.13,Adipose_Subcutaneous
22.59,Adipose_Subcutaneous
33.84,Adipose_Subcutaneous
49.12,Adipose_Subcutaneous
11.51,Adipose_Subcutaneous
14.49,Adipose_Subcutaneous
43.14,Adipose_Subcutaneous
23.27,Adipose_Subcutaneous
16.81,Adipose_Subcutaneous
22.08,Adipose_Subcutaneous
8.204,Adipose_Subcutaneous
35.18,Adipose_Subcutaneous
17.96,Adipose_Subcutaneous
20.47,Adipose_Subcutaneous
13.99,Adipose_Subcutaneous
25.92,Adipose_Subcutaneous
29.18,Adipose_Subcutaneous
16.56,Adipose_Subcutaneous
17.24,Adipose_Subcutaneous
20.54,Adipose_Subcutaneous
10.81,Adipose_Subcutaneous
18.51,Adipose_Subcutaneous
21.56,Adipose_Subcutaneous
30.44,Adipose_Subcutaneous
26.52,Adipose_Subcutaneous
17.33,Adipose_Subcutaneous
22.91,Adipose_Subcutaneous
62.06,Adipose_Subcutaneous
22.48,Adipose_Subcutaneous
41.46,Adipose_Subcutaneous
15.87,Adipose_Subcutaneous
11.02,Adipose_Subcutaneous
12.21,Adipose_Subcutaneous
20.98,Adipose_Subcutaneous
12.09,Adipose_Subcutaneous
26.76,Adipose_Subcutaneous
28.72,Adipose_Subcutaneous
5.832,Adipose_Subcutaneous
41.74,Adipose_Subcutaneous
32.89,Adipose_Subcutaneous
9.922,Adipose_Subcutaneous
26.81,Adipose_Subcutaneous
8.077,Adipose_Subcutaneous
12.71,Adipose_Subcutaneous
26.27,Adipose_Subcutaneous
14.46,Adipose_Subcutaneous
19.83,Adipose_Subcutaneous
22.45,Adipose_Subcutaneous
48.63,Adipose_Subcutaneous
11.29,Adipose_Subcutaneous
10.89,Adipose_Subcutaneous
50.51,Adipose_Subcutaneous
24.43,Adipose_Subcutaneous
22.37,Adipose_Subcutaneous
30.74,Adipose_Subcutaneous
15.71,Adipose_Subcutaneous
16.75,Adipose_Subcutaneous
11.08,Adipose_Subcutaneous
15.05,Adipose_Subcutaneous
18.93,Adipose_Subcutaneous
12.22,Adipose_Subcutaneous
9.826,Adipose_Subcutaneous
28.52,Adipose_Subcutaneous
22.59,Adipose_Subcutaneous
17.63,Adipose_Subcutaneous
33.94,Adipose_Subcutaneous
18.73,Adipose_Subcutaneous
27.93,Adipose_Subcutaneous
11.19,Adipose_Subcutaneous
31.24,Adipose_Subcutaneous
14.86,Adipose_Subcutaneous
29.27,Adipose_Subcutaneous
36.78,Adipose_Subcutaneous
27.09,Adipose_Subcutaneous
14.73,Adipose_Subcutaneous
18.68,Adipose_Subcutaneous
15.25,Adipose_Subcutaneous
18.52,Adipose_Subcutaneous
19.38,Adipose_Subcutaneous
16.23,Adipose_Subcutaneous
12.84,Adipose_Subcutaneous
49.19,Adipose_Subcutaneous
22.75,Adipose_Subcutaneous
11.14,Adipose_Subcutaneous
12.01,Adipose_Subcutaneous
25.33,Adipose_Subcutaneous
17.23,Adipose_Subcutaneous
10.54,Adipose_Subcutaneous
17.51,Adipose_Subcutaneous
17.27,Adipose_Subcutaneous
30.91,Adipose_Subcutaneous
14.66,Adipose_Subcutaneous
51.04,Adipose_Subcutaneous
50.86,Adipose_Subcutaneous
26.19,Adipose_Subcutaneous
35.61,Adipose_Subcutaneous
29.99,Adipose_Subcutaneous
10.64,Adipose_Subcutaneous
21.91,Adipose_Subcutaneous
21.08,Adipose_Subcutaneous
23.97,Adipose_Subcutaneous
17.48,Adipose_Subcutaneous
44.86,Adipose_Subcutaneous
20.8,Adipose_Subcutaneous
14.31,Adipose_Subcutaneous
16.56,Adipose_Subcutaneous
22.46,Adipose_Subcutaneous
35.81,Adipose_Subcutaneous
27.64,Adipose_Subcutaneous
24.74,Adipose_Subcutaneous
24.83,Adipose_Subcutaneous
23.88,Adipose_Subcutaneous
22.58,Adipose_Subcutaneous
33.51,Adipose_Subcutaneous
9.102,Adipose_Subcutaneous
15.53,Adipose_Subcutaneous
26.4,Adipose_Subcutaneous
15.44,Adipose_Subcutaneous
26.5,Adipose_Subcutaneous
23.23,Adipose_Subcutaneous
34.36,Adipose_Subcutaneous
30.26,Adipose_Subcutaneous
19.71,Adipose_Subcutaneous
7.908,Adipose_Subcutaneous
7.768,Adipose_Subcutaneous
26.65,Adipose_Subcutaneous
25.25,Adipose_Subcutaneous
24.87,Adipose_Subcutaneous
24.62,Adipose_Subcutaneous
18.04,Adipose_Subcutaneous
19.38,Adipose_Subcutaneous
